name	AAs	terminus	labelAtoms	formula	losses	id	monoMass	structural	shortName	hidden	type
dHex(1)Hex(4)HexNAc(4) (N)	N		None	H102C62N4O44	H102C62N4O44	307	1606.586693	true	G1F	true	non_hardcoded
dHex(1)Hex(4)HexNAc(4) (ST)	S, T		None	H102C62N4O44	H102C62N4O44	307	1606.586693	true	G1F	true	non_hardcoded
dHex(1)Hex(4)HexNAc(4)NeuAc(1) (N)	N		None	H119C73N5O52	H119C73N5O52	1782	1897.68211	true	G1Y	true	non_hardcoded
dHex(1)Hex(4)HexNAc(4)NeuAc(1) (ST)	S, T		None	H119C73N5O52	H119C73N5O52	1782	1897.68211	true	G1Y	true	non_hardcoded
dHex(1)Hex(4)HexNAc(4)NeuAc(1)Sulf(1) (N)	N		None	H119C73N5O55S	H119C73N5O55S	1556	1977.638925	true		true	non_hardcoded
dHex(1)Hex(4)HexNAc(4)Pent(1) (N)	N		None	H110C67N4O48	H110C67N4O48	1512	1738.628952	true		true	non_hardcoded
dHex(1)Hex(4)HexNAc(4)Sulf(1) (N)	N		None	H102C62N4O47S	H102C62N4O47S	1499	1686.543508	true		true	non_hardcoded
dHex(1)Hex(4)HexNAc(5) (N)	N		None	H115C70N5O49	H115C70N5O49	1519	1809.666066	true		true	non_hardcoded
dHex(1)Hex(4)HexNAc(5)Sulf(1) (N)	N		None	H115C70N5O52S	H115C70N5O52S	1536	1889.62288	true		true	non_hardcoded
dHex(1)Hex(5) (ST)	S, T		None	H60C36O29	H60C36O29	1378	956.322026	true	5HF	true	non_hardcoded
dHex(1)Hex(5)HexA(1)HexNAc(3)Sulf(1) (N)	N		None	H107C66N3O53S	H107C66N3O53S	1520	1821.549047	true		true	non_hardcoded
dHex(1)Hex(5)HexA(1)HexNAc(3)Sulf(2) (N)	N		None	H107C66N3O56S2	H107C66N3O56S2	1539	1901.505861	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(2) (N)	N		None	H86C52N2O39	H86C52N2O39	1462	1362.480772	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(2)Pent(1) (N)	N		None	H94C57N2O43	H94C57N2O43	1472	1494.52303	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(3) (N)	N		None	H99C60N3O44	H99C60N3O44	1484	1565.560144	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(3)NeuAc(1) (N)	N		None	H116C71N4O52	H116C71N4O52	1529	1856.655561	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(3)NeuAc(1)Sulf(1) (N)	N		None	H116C71N4O55S	H116C71N4O55S	1548	1936.612375	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(3)NeuGc(1) (N)	N		None	H116C71N4O53	H116C71N4O53	1534	1872.650475	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(3)NeuGc(1)Sulf(1) (N)	N		None	H116C71N4O56S	H116C71N4O56S	1550	1952.60729	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(3)Sulf(1) (N)	N		None	H99C60N3O47S	H99C60N3O47S	1493	1645.516959	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(4) (N)	N		None	H112C68N4O49	H112C68N4O49	308	1768.639517	true	G2F	true	non_hardcoded
dHex(1)Hex(5)HexNAc(4)Me(2)Pent(1) (N)	N		None	H124C75N4O53	H124C75N4O53	1544	1928.713076	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(4)NeuAc(1) (N)	N		None	H129C79N5O57	H129C79N5O57	1410	2059.734933	true	G2Y	true	non_hardcoded
dHex(1)Hex(5)HexNAc(4)NeuAc(2) (N)	N		None	H146C90N6O65	H146C90N6O65	1411	2350.83035	true	G2Z	true	non_hardcoded
dHex(1)Hex(5)HexNAc(4)Pent(1) (N)	N		None	H120C73N4O53	H120C73N4O53	1538	1900.681776	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(4)Sulf(1) (N)	N		None	H112C68N4O52S	H112C68N4O52S	1527	1848.596331	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(4)Sulf(2) (N)	N		None	H112C68N4O55S2	H112C68N4O55S2	1543	1928.553146	true		true	non_hardcoded
dHex(1)Hex(5)HexNAc(5) (N)	N		None	H125C76N5O54	H125C76N5O54	1555	1971.718889	true		true	non_hardcoded
dHex(1)Hex(6) (ST)	S, T		None	H70C42O34	H70C42O34	1379	1118.37485	true	6HF	true	non_hardcoded
dHex(1)Hex(6)HexNAc(2) (N)	N		None	H96C58N2O44	H96C58N2O44	1477	1524.533595	true		true	non_hardcoded
dHex(1)Hex(6)HexNAc(3) (N)	N		None	H109C66N3O49	H109C66N3O49	1509	1727.612968	true		true	non_hardcoded
dHex(1)Hex(6)HexNAc(3)Sulf(1) (N)	N		None	H109C66N3O52S	H109C66N3O52S	1518	1807.569782	true		true	non_hardcoded
dHex(1)Hex(6)HexNAc(4) (N)	N		None	H122C74N4O54	H122C74N4O54	1547	1930.69234	true		true	non_hardcoded
dHex(1)Hex(7)HexNAc(2) (N)	N		None	H106C64N2O49	H106C64N2O49	1500	1686.586419	true		true	non_hardcoded
dHex(1)Hex(7)HexNAc(3) (N)	N		None	H119C72N3O54	H119C72N3O54	1537	1889.665791	true		true	non_hardcoded
dHex(1)Hex(7)HexNAc(3)Phos(1) (N)	N		None	H120C72N3O57P	H120C72N3O57P	1554	1969.632122	true		true	non_hardcoded
dHex(1)Hex(7)HexNAc(3)Sulf(1) (N)	N		None	H119C72N3O57S	H119C72N3O57S	1553	1969.622606	true		true	non_hardcoded
dHex(1)Hex(7)HexNAc(4) (N)	N		None	H132C80N4O59		1840	2092.745164	true		true	non_hardcoded
dHex(1)Hex(8)HexNAc(2) (N)	N		None	H116C70N2O54	H116C70N2O54	1963	1848.639242	true		true	non_hardcoded
dHex(1)HexNAc(3) (ST)	S, T		None	H49C30N3O19	H49C30N3O19	1580	755.296027	true		true	non_hardcoded
dHex(1)HexNAc(4) (ST)	S, T		None	H62C38N4O24	H62C38N4O24	1616	958.375399	true		true	non_hardcoded
dHex(1)HexNAc(5) (ST)	S, T		None	H75C46N5O29	H75C46N5O29	1652	1161.454772	true		true	non_hardcoded
dHex(2)Hex(1)HexNAc(1)Kdn(1) (ST)	S, T		None	H57C35NO26	H57C35NO26	1606	907.316881	true		true	non_hardcoded
dHex(2)Hex(1)HexNAc(2)Kdn(1) (ST)	S, T		None	H70C43N2O31	H70C43N2O31	1644	1110.396254	true		true	non_hardcoded
dHex(2)Hex(1)HexNAc(2)NeuAc(1) (ST)	S, T		None	H73C45N3O31	H73C45N3O31	1650	1151.422803	true		true	non_hardcoded
dHex(2)Hex(1)HexNAc(2)NeuGc(1) (ST)	S, T		None	H73C45N3O32	H73C45N3O32	1653	1167.417718	true		true	non_hardcoded
dHex(2)Hex(1)HexNAc(3) (ST)	S, T		None	H69C42N3O28	H69C42N3O28	1637	1063.406759	true		true	non_hardcoded
dHex(2)Hex(1)HexNAc(4)Sulf(1) (ST)	S, T		None	H82C50N4O36S	H82C50N4O36S	1951	1346.442946	true		true	non_hardcoded
dHex(2)Hex(2) (ST)	S, T		None	H40C24O18	H40C24O18	1445	616.221465	true		true	non_hardcoded
dHex(2)Hex(2)HexA(1) (ST)	S, T		None	H48C30O24	H48C30O24	1586	792.253553	true		true	non_hardcoded
dHex(2)Hex(2)HexA(1)HexNAc(1) (ST)	S, T		None	H61C38NO29	H61C38NO29	1621	995.332925	true		true	non_hardcoded
dHex(2)Hex(2)HexA(1)HexNAc(2)Sulf(1) (ST)	S, T		None	H74C46N2O37S	H74C46N2O37S	1670	1278.369113	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(1) (ST)	S, T		None	H53C32NO23	H53C32NO23	1594	819.300837	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2) (N)	N		None	H66C40N2O28	H66C40N2O28	1760	1022.38021	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2) (ST)	S, T		None	H66C40N2O28	H66C40N2O28	1760	1022.38021	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2)Kdn(1) (ST)	S, T		None	H80C49N2O36	H80C49N2O36	1669	1272.449077	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2)NeuAc(1) (ST)	S, T		None	H83C51N3O36	H83C51N3O36	1682	1313.475627	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1) (ST)	S, T		None	H83C51N3O39S	H83C51N3O39S	1695	1393.432441	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2)NeuGc(1) (ST)	S, T		None	H83C51N3O37	H83C51N3O37	1684	1329.470541	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2)Sulf(1) (ST)	S, T		None	H66C40N2O31S	H66C40N2O31S	1643	1102.337025	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(2)Sulf(2) (ST)	S, T		None	H66C40N2O34S2	H66C40N2O34S2	1656	1182.293839	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(3) (N)	N		None	H79C48N3O33	H79C48N3O33	1767	1225.459583	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(3) (ST)	S, T		None	H79C48N3O33	H79C48N3O33	1767	1225.459583	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(3)NeuAc(1) (ST)	S, T		None	H96C59N4O41	H96C59N4O41	1718	1516.554999	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(3)NeuGc(1) (ST)	S, T		None	H96C59N4O42	H96C59N4O42	1721	1532.549914	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(3)Sulf(1) (ST)	S, T		None	H79C48N3O36S	H79C48N3O36S	1679	1305.416397	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(4) (ST)	S, T		None	H92C56N4O38	H92C56N4O38	1701	1428.538955	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(4)Sulf(2) (ST)	S, T		None	H92C56N4O44S2	H92C56N4O44S2	1956	1588.452584	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(5) (ST)	S, T		None	H105C64N5O43	H105C64N5O43	1735	1631.618328	true		true	non_hardcoded
dHex(2)Hex(2)HexNAc(6)Sulf(1) (ST)	S, T		None	H118C72N6O51S	H118C72N6O51S	1966	1914.654515	true		true	non_hardcoded
dHex(2)Hex(3) (ST)	S, T		None	H50C30O23	H50C30O23	1584	778.274288	true		true	non_hardcoded
dHex(2)Hex(3)HexA(1)HexNAc(1)Sulf(1) (ST)	S, T		None	H71C44NO37S	H71C44NO37S	1663	1237.342563	true		true	non_hardcoded
dHex(2)Hex(3)HexA(1)HexNAc(2)Sulf(1) (ST)	S, T		None	H84C52N2O42S	H84C52N2O42S	1702	1440.421936	true		true	non_hardcoded
dHex(2)Hex(3)HexA(1)HexNAc(3)Sulf(1) (ST)	S, T		None	H97C60N3O47S	H97C60N3O47S	1736	1643.501309	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(1)Sulf(1) (ST)	S, T		None	H63C38NO31S	H63C38NO31S	1635	1061.310475	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(2) (N)	N		None	H76C46N2O33	H76C46N2O33	1765	1184.433033	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(2) (ST)	S, T		None	H76C46N2O33	H76C46N2O33	1765	1184.433033	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(2)NeuGc(1) (ST)	S, T		None	H93C57N3O42	H93C57N3O42	1715	1491.523365	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(2)Sulf(1) (ST)	S, T		None	H76C46N2O36S	H76C46N2O36S	1668	1264.389848	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3) (N)	N		None	H89C54N3O38	H89C54N3O38	1771	1387.512406	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3) (ST)	S, T		None	H89C54N3O38	H89C54N3O38	1771	1387.512406	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3)NeuAc(1) (ST)	S, T		None	H106C65N4O46	H106C65N4O46	1739	1678.607823	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3)NeuAc(2) (ST)	S, T		None	H123C76N5O54	H123C76N5O54	1758	1969.703239	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3)Pent(1) (N)	N		None	H97C59N3O42	H97C59N3O42	1475	1519.554665	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3)Pent(2) (N)	N		None	H105C64N3O46	H105C64N3O46	1494	1651.596924	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(3)Sulf(1) (ST)	S, T		None	H89C54N3O41S	H89C54N3O41S	1954	1467.469221	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(4) (N)	N		None	H102C62N4O43	H102C62N4O43	1774	1590.591779	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(4) (ST)	S, T		None	H102C62N4O43	H102C62N4O43	1774	1590.591779	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(4)NeuAc(1) (N)	N		None	H119C73N5O51	H119C73N5O51	1965	1881.687195	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(4)Pent(1) (N)	N		None	H110C67N4O47	H110C67N4O47	1507	1722.634037	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(4)Pent(2) (N)	N		None	H118C72N4O51	H118C72N4O51	1528	1854.676296	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(5) (N)	N		None	H115C70N5O48	H115C70N5O48	1746	1793.671151	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(5) (ST)	S, T		None	H115C70N5O48	H115C70N5O48	1746	1793.671151	true		true	non_hardcoded
dHex(2)Hex(3)HexNAc(6) (N)	N		None	H128C78N6O53	H128C78N6O53	1562	1996.750524	true		true	non_hardcoded
dHex(2)Hex(4) (ST)	S, T		None	H60C36O28	H60C36O28	1612	940.327112	true		true	non_hardcoded
dHex(2)Hex(4)HexA(1)HexNAc(3)Sulf(1) (ST)	S, T		None	H107C66N3O52S	H107C66N3O52S	1748	1805.554132	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(1) (ST)	S, T		None	H73C44NO33	H73C44NO33	1648	1143.406484	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(2) (N)	N		None	H86C52N2O38	H86C52N2O38	1770	1346.485857	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(2) (ST)	S, T		None	H86C52N2O38	H86C52N2O38	1770	1346.485857	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(3) (N)	N		None	H99C60N3O43	H99C60N3O43	1481	1549.56523	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(3)NeuAc(1)Sulf(1) (N)	N		None	H116C71N4O54S	H116C71N4O54S	1542	1920.617461	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(3)Pent(1) (N)	N		None	H107C65N3O47	H107C65N3O47	1498	1681.607488	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(4) (N)	N		None	H112C68N4O48	H112C68N4O48	1778	1752.644602	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(4) (ST)	S, T		None	H112C68N4O48	H112C68N4O48	1778	1752.644602	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(4)Pent(1) (N)	N		None	H120C73N4O52	H120C73N4O52	1535	1884.686861	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(4)Sulf(1) (N)	N		None	H112C68N4O51S	H112C68N4O51S	1523	1832.601417	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(5) (N)	N		None	H125C76N5O53	H125C76N5O53	1785	1955.723975	true		true	non_hardcoded
dHex(2)Hex(4)HexNAc(5) (ST)	S, T		None	H125C76N5O53	H125C76N5O53	1785	1955.723975	true		true	non_hardcoded
dHex(2)Hex(5)HexNAc(2)Me(1) (ST)	S, T		None	H98C59N2O43	H98C59N2O43	1955	1522.554331	true		true	non_hardcoded
dHex(2)Hex(5)HexNAc(3)Pent(1) (N)	N		None	H117C71N3O52	H117C71N3O52	1526	1843.660312	true		true	non_hardcoded
dHex(2)Hex(5)HexNAc(4) (N)	N		None	H122C74N4O53	H122C74N4O53	1541	1914.697426	true		true	non_hardcoded
dHex(2)HexNAc(2)Kdn(1) (ST)	S, T		None	H60C37N2O26	H60C37N2O26	1614	948.34343	true		true	non_hardcoded
dHex(2)HexNAc(5) (ST)	S, T		None	H85C52N5O33	H85C52N5O33	1680	1307.512681	true		true	non_hardcoded
dHex(2)HexNAc(7) (ST)	S, T		None	H111C68N7O43	H111C68N7O43	1743	1713.671426	true		true	non_hardcoded
dHex(3)Hex(1)HexNAc(2)Kdn(1) (ST)	S, T		None	H80C49N2O35	H80C49N2O35	1667	1256.454163	true		true	non_hardcoded
dHex(3)Hex(1)HexNAc(3)Kdn(1) (ST)	S, T		None	H93C57N3O40	H93C57N3O40	1709	1459.533535	true		true	non_hardcoded
dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1) (ST)	S, T		None	H84C52N2O41S	H84C52N2O41S	1699	1424.427021	true		true	non_hardcoded
dHex(3)Hex(2)HexNAc(2) (ST)	S, T		None	H76C46N2O32	H76C46N2O32	1654	1168.438119	true		true	non_hardcoded
dHex(3)Hex(2)HexNAc(2)Kdn(1) (ST)	S, T		None	H90C55N2O40	H90C55N2O40	1698	1418.506986	true		true	non_hardcoded
dHex(3)Hex(2)HexNAc(3) (ST)	S, T		None	H89C54N3O37	H89C54N3O37	1689	1371.517491	true		true	non_hardcoded
dHex(3)Hex(2)HexNAc(3)Kdn(1) (ST)	S, T		None	H103C63N3O45	H103C63N3O45	1733	1621.586359	true		true	non_hardcoded
dHex(3)Hex(2)HexNAc(4) (ST)	S, T		None	H102C62N4O42	H102C62N4O42	1728	1574.596864	true		true	non_hardcoded
dHex(3)Hex(2)HexNAc(4)Sulf(2) (ST)	S, T		None	H102C62N4O48S2	H102C62N4O48S2	1958	1734.510493	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(1) (ST)	S, T		None	H73C44NO32	H73C44NO32	1946	1127.41157	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(2) (ST)	S, T		None	H86C52N2O37	H86C52N2O37	1950	1330.490942	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(3) (ST)	S, T		None	H99C60N3O42	H99C60N3O42	1722	1533.570315	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(3)NeuAc(1) (ST)	S, T		None	H116C71N4O50	H116C71N4O50	1751	1824.665732	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(3)Pent(1) (N)	N		None	H107C65N3O46	H107C65N3O46	1497	1665.612574	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(4) (N)	N		None	H112C68N4O47	H112C68N4O47	1511	1736.649688	true		true	non_hardcoded
dHex(3)Hex(3)HexNAc(4)Pent(1) (N)	N		None	H120C73N4O51	H120C73N4O51	1533	1868.691946	true		true	non_hardcoded
dHex(3)Hex(4)HexNAc(4) (N)	N		None	H122C74N4O52	H122C74N4O52	1783	1898.702511	true		true	non_hardcoded
dHex(3)Hex(4)HexNAc(4) (ST)	S, T		None	H122C74N4O52	H122C74N4O52	1783	1898.702511	true		true	non_hardcoded
dHex(3)Hex(4)HexNAc(4)Sulf(1) (N)	N		None	H122C74N4O55S	H122C74N4O55S	1557	1978.659326	true		true	non_hardcoded
dHex(3)HexNAc(3)Kdn(1) (ST)	S, T		None	H83C51N3O35	H83C51N3O35	1676	1297.480712	true		true	non_hardcoded
dHex(4)Hex(1)HexNAc(1)Kdn(2) (ST)	S, T		None	H91C56NO42	H91C56NO42	1706	1449.501567	true		true	non_hardcoded
dHex(4)Hex(1)HexNAc(2)Kdn(1) (ST)	S, T		None	H90C55N2O39	H90C55N2O39	1697	1402.512072	true		true	non_hardcoded
dHex(4)Hex(1)HexNAc(3)Kdn(1) (ST)	S, T		None	H103C63N3O44	H103C63N3O44	1730	1605.591444	true		true	non_hardcoded
dHex(4)Hex(2)HexNAc(2)Kdn(1) (ST)	S, T		None	H100C61N2O44	H100C61N2O44	1726	1564.564895	true		true	non_hardcoded
dHex(4)Hex(2)HexNAc(3) (ST)	S, T		None	H99C60N3O41	H99C60N3O41	1719	1517.5754	true		true	non_hardcoded
dHex(4)Hex(3)HexNAc(2)NeuAc(1) (ST)	S, T		None	H113C69N3O49	H113C69N3O49	1960	1767.644268	true		true	non_hardcoded
dHex(4)Hex(3)HexNAc(3) (ST)	S, T		None	H109C66N3O46	H109C66N3O46	1740	1679.628224	true		true	non_hardcoded
dHex(4)HexNAc(3)Kdn(1) (ST)	S, T		None	H93C57N3O39	H93C57N3O39	1703	1443.538621	true		true	non_hardcoded
DHP (C)	C		None	H8C8N		488	118.065674	true		true	non_hardcoded
Diacylglycerol (C)	C		None	H68C37O4		377	576.511761	true	DiG	true	non_hardcoded
DiART6plex (K)	K		None	H20C7C'4NN'O2		1392	217.162932	true		true	non_hardcoded
DiART6plex (N-term)		N	None	H20C7C'4NN'O2		1392	217.162932	true		true	non_hardcoded
DiART6plex (Y)	Y		None	H20C7C'4NN'O2		1392	217.162932	true		true	non_hardcoded
DiART6plex115 (K)	K		None	H20C8C'3N'2O2		1393	217.156612	true		true	non_hardcoded
DiART6plex115 (N-term)		N	None	H20C8C'3N'2O2		1393	217.156612	true		true	non_hardcoded
DiART6plex115 (Y)	Y		None	H20C8C'3N'2O2		1393	217.156612	true		true	non_hardcoded
DiART6plex116/119 (K)	K		None	H18H'2C9C'2NN'O2		1394	217.168776	true		true	non_hardcoded
DiART6plex116/119 (N-term)		N	None	H18H'2C9C'2NN'O2		1394	217.168776	true		true	non_hardcoded
DiART6plex116/119 (Y)	Y		None	H18H'2C9C'2NN'O2		1394	217.168776	true		true	non_hardcoded
DiART6plex117 (K)	K		None	H18H'2C10C'N'2O2		1395	217.162456	true		true	non_hardcoded
DiART6plex117 (N-term)		N	None	H18H'2C10C'N'2O2		1395	217.162456	true		true	non_hardcoded
DiART6plex117 (Y)	Y		None	H18H'2C10C'N'2O2		1395	217.162456	true		true	non_hardcoded
DiART6plex118 (K)	K		None	H18H'2C8C'3N2O2		1396	217.175096	true		true	non_hardcoded
DiART6plex118 (N-term)		N	None	H18H'2C8C'3N2O2		1396	217.175096	true		true	non_hardcoded
DiART6plex118 (Y)	Y		None	H18H'2C8C'3N2O2		1396	217.175096	true		true	non_hardcoded
Dibromo (Y)	Y		None	Br2 - H2		534	155.821022	true	2Br	true	non_hardcoded
Dicarbamidomethyl (C)	C		None	H6C4N2O2		1290	114.042927	true	2CM	true	non_hardcoded
Dicarbamidomethyl (H)	H		None	H6C4N2O2		1290	114.042927	true	2CM	true	non_hardcoded
Dicarbamidomethyl (K)	K		None	H6C4N2O2		1290	114.042927	true	2CM	true	non_hardcoded
Dicarbamidomethyl (N-term)		N	None	H6C4N2O2		1290	114.042927	true	2CM	true	non_hardcoded
Dicarbamidomethyl (R)	R		None	H6C4N2O2		1290	114.042927	true	2CM	true	non_hardcoded
dichlorination (C)	C		None	Cl2 - H2		937	67.922055	true	2Cl	true	non_hardcoded
dichlorination (Y)	Y		None	Cl2 - H2		937	67.922055	true	2Cl	true	non_hardcoded
Didehydro (C-term K)	K	C	None	-H2		401	-2.01565	true	-2H	true	non_hardcoded
Didehydro (S)	S		None	-H2		401	-2.01565	true	-2H	true	non_hardcoded
Didehydro (T)	T		None	-H2		401	-2.01565	true	-2H	true	non_hardcoded
Didehydro (Y)	Y		None	-H2		401	-2.01565	true	-2H	true	non_hardcoded
Didehydroretinylidene (K)	K		None	H24C20		433	264.187801	true	ddR	true	non_hardcoded
Diethyl (K)	K		None	H8C4		518	56.0626	true		true	non_hardcoded
Diethyl (N-term)		N	None	H8C4		518	56.0626	true		true	non_hardcoded
Diethylphosphate (C)	C		None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphate (H)	H		None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphate (K)	K		None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphate (N-term)		N	None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphate (S)	S		None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphate (T)	T		None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphate (Y)	Y		None	H9C4O3P		725	136.028931	true		true	non_hardcoded
Diethylphosphothione (C)	C		None	H9C4O2PS		1986	152.006087	true		true	non_hardcoded
Diethylphosphothione (H)	H		None	H9C4O2PS		1986	152.006087	true		true	non_hardcoded
Diethylphosphothione (K)	K		None	H9C4O2PS		1986	152.006087	true		true	non_hardcoded
Diethylphosphothione (S)	S		None	H9C4O2PS		1986	152.006087	true		true	non_hardcoded
Diethylphosphothione (T)	T		None	H9C4O2PS		1986	152.006087	true		true	non_hardcoded
Diethylphosphothione (Y)	Y		None	H9C4O2PS		1986	152.006087	true		true	non_hardcoded
Difuran (Y)	Y		None	H4C8O2		1279	132.021129	true		true	non_hardcoded
Dihydroxyimidazolidine (R)	R		None	H4C3O2		830	72.021129	true		true	non_hardcoded
Diiodo (H)	H		None	I2 - H2		130	251.793296	true	2Io	true	non_hardcoded
Diiodo (Y)	Y		None	I2 - H2		130	251.793296	true	2Io	true	non_hardcoded
Diironsubcluster (C)	C		None	C5N2O5S2Fe2 - H		439	342.786916	true	dFe	true	non_hardcoded
Diisopropylphosphate (K)	K		None	H13C6O3P		362	164.060231	true		true	non_hardcoded
Diisopropylphosphate (N-term)		N	None	H13C6O3P		362	164.060231	true		true	non_hardcoded
Diisopropylphosphate (S)	S		None	H13C6O3P		362	164.060231	true		true	non_hardcoded
Diisopropylphosphate (T)	T		None	H13C6O3P		362	164.060231	true		true	non_hardcoded
Diisopropylphosphate (Y)	Y		None	H13C6O3P		362	164.060231	true		true	non_hardcoded
DiLeu4plex (K)	K		None	H13H'2C8NO'		1322	145.132163	true		true	non_hardcoded
DiLeu4plex (N-term)		N	None	H13H'2C8NO'		1322	145.132163	true		true	non_hardcoded
DiLeu4plex (Y)	Y		None	H13H'2C8NO'		1322	145.132163	true		true	non_hardcoded
DiLeu4plex115 (K)	K		None	H15C7C'N'O'		1321	145.12	true		true	non_hardcoded
DiLeu4plex115 (N-term)		N	None	H15C7C'N'O'		1321	145.12	true		true	non_hardcoded
DiLeu4plex115 (Y)	Y		None	H15C7C'N'O'		1321	145.12	true		true	non_hardcoded
DiLeu4plex117 (K)	K		None	H13H'2C7C'N'O		1323	145.128307	true		true	non_hardcoded
DiLeu4plex117 (N-term)		N	None	H13H'2C7C'N'O		1323	145.128307	true		true	non_hardcoded
DiLeu4plex117 (Y)	Y		None	H13H'2C7C'N'O		1323	145.128307	true		true	non_hardcoded
DiLeu4plex118 (K)	K		None	H11H'4C8NO		1324	145.140471	true		true	non_hardcoded
DiLeu4plex118 (N-term)		N	None	H11H'4C8NO		1324	145.140471	true		true	non_hardcoded
DiLeu4plex118 (Y)	Y		None	H11H'4C8NO		1324	145.140471	true		true	non_hardcoded
Dimethyl (K)	K		None	C2H4		36	28.0313	true	2Me	true	non_hardcoded
Dimethyl (N)	N		None	C2H4		36	28.0313	true	2Me	true	non_hardcoded
Dimethyl (N-term)		N	None	C2H4		36	28.0313	true	2Me	true	non_hardcoded
Dimethyl (Protein N-term P)	P	N	None	C2H4		36	28.0313	true	2Me	true	non_hardcoded
Dimethyl (R)	R		None	C2H4		36	28.0313	true	2Me	true	non_hardcoded
Dimethyl:2H(4) (K)	K		None	H'4C2		199	32.056407	true	DM4	true	non_hardcoded
Dimethyl:2H(4) (N-term)		N	None	H'4C2		199	32.056407	true	DM4	true	non_hardcoded
Dimethyl:2H(4) (R)	R		None	H'4C2		199	32.056407	true	DM4	true	non_hardcoded
